"Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","90s","Gls","Ast","G-PK","PK","PKatt","CrdY","CrdR","G+A","G+A-PK","xG","npxG","xA","npxG+xA","xG+xA","Sh","SoT","Sh/90","SoT/90","FK","G-xG","np:G-xG","Cmp","Att","Cmp%","TotDist","PrgDist","Cmp.1","A-xA","KP","1/3","PPA","CrsPA","Prog","Live","Dead","TB","Press","Sw","Crs","CK","In","Out","Str","Ground","Low","High","Left","Right","Head","TI","Other","Off","Int","Blocks","SCA","SCA90","PassLive","PassDead","Drib","Fld","Def","GCA","GCA90","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Past","Succ","ShSv","Pass","Tkl+Int","Clr","Err","Touches","Def Pen","Att Pen","#Pl","Megs","Carries","CPA","Mis","Dis","Targ","Rec","Rec%","Prog.1","Mn/MP","Min%","Subs","unSub","PPM","onG","onGA","+/-","+/-90","onxG","onxGA","xG+/-","xG+/-90","2CrdY","Fls","PKwon","PKcon","OG","Recov","Won","Lost"
"Alberto Moreno","es ESP","MF","Villarreal","es La Liga","29","1992","3","3","206","2.3","0","0","0","0","0","1","0","0.00","0.00","0.1","0.1","0.0","0.1","0.06","2","2","0.87","0.87","1","-0.1","-0.1","100","125","80.0","1607","390","56","0.0","1","7","5","0","13","114","11","0","21","1","2","3","1","0","0","94","10","21","117","3","2","2","0","3","1","6","6","2.62","5","0","0","1","0","0","0.00","4","3","2","2","0","5","9","0","1","14","1","1","149","5","2","4","1","113","0","3","3","126","106","84.1","11","69","76.3","0","0","1.00","1","1","0","0.00","1.3","2.7","-1.4","-0.60","0","3","0","0","0","13","1","2"
"Alberto Perea","es ESP","MF,FW","CÃ¡diz","es La Liga","30","1990","3","1","122","1.4","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","26","38","68.4","576","204","10","0.0","0","3","2","2","5","34","4","0","9","3","5","2","1","0","1","18","5","15","11","23","3","1","0","0","1","1","2","1.48","2","0","0","0","0","1","0.74","2","1","2","0","0","3","11","0","0","5","1","1","57","0","0","4","0","40","0","4","4","49","37","75.5","3","41","45.2","2","0","0.67","3","4","-1","-0.74","2.6","3.3","-0.7","-0.52","0","0","0","0","0","8","0","2"
"Alberto Soro","es ESP","FW","Granada","es La Liga","22","1999","1","0","5","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","2","4","50.0","18","5","2","0.0","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","2","2","0","2","0","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","3","3","0","1","2","0","4","0","0","3","0","0","6","0","2","0","0","2","0","0","0","5","3","60.0","0","5","1.9","1","2","1.00","0","0","0","0.00","0.1","0.2","-0.1","-2.47","0","0","0","0","0","0","1","1"
"Albin Ekdal","se SWE","MF","Sampdoria","it Serie A","32","1989","2","2","169","1.9","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","0.05","2","0","1.07","0.00","0","-0.1","-0.1","57","71","80.3","996","325","24","0.0","0","6","1","0","12","67","4","0","13","1","0","1","0","1","0","47","7","17","6","62","2","0","0","0","3","1","2","1.07","1","0","0","1","0","0","0.00","8","7","4","3","1","1","15","0","3","11","3","0","89","3","3","2","0","55","0","1","0","55","52","94.5","4","85","93.9","0","0","0.50","0","1","-1","-0.53","1.2","2.4","-1.2","-0.62","0","1","0","0","0","17","1","2"
"Aleix Febas","es ESP","MF","Mallorca","es La Liga","25","1996","1","0","19","0.2","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","5","8","62.5","103","26","0","0.0","0","0","0","0","0","8","0","0","4","0","0","0","0","0","0","7","1","0","1","6","0","0","0","0","1","1","0","0.00","0","0","0","0","0","0","0.00","1","1","0","1","0","0","2","0","0","1","0","0","10","0","0","0","0","9","0","0","0","8","7","87.5","1","19","7.0","1","2","1.00","0","0","0","0.00","0.1","0.5","-0.4","-1.95","0","2","0","0","0","2","1","1"
"Aleix Vidal","es ESP","DF,MF","Espanyol","es La Liga","32","1989","1","0","16","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","10","13","76.9","248","95","2","0.0","0","1","0","0","3","10","3","0","1","1","1","1","1","0","0","7","1","5","0","11","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","1","9","0","0","0","9","9","100.0","0","16","5.9","1","0","0.00","0","0","0","0.00","0.0","0.1","0.0","-0.27","0","0","0","0","0","2","0","0"
"Aleksandar Sedlar","rs SRB","DF","Mallorca","es La Liga","29","1991","2","0","46","0.5","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","14","16","87.5","310","58","0","0.0","0","1","0","0","1","16","0","0","0","0","0","0","0","0","0","14","2","0","1","14","1","0","0","0","0","1","0","0.00","0","0","0","0","0","0","0.00","1","0","1","0","0","0","3","0","0","2","3","0","20","6","0","0","0","12","0","0","0","15","14","93.3","0","23","17.0","2","1","2.00","0","0","0","0.00","0.2","0.3","-0.2","-0.32","0","2","0","0","0","1","0","0"
"Aleksander Buksa","pl POL","FW","Genoa","it Serie A","18","2003","1","0","45","0.5","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","4","11","36.4","54","28","3","0.0","0","1","0","0","2","10","1","0","6","0","1","0","0","0","0","5","2","4","4","2","1","0","1","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","1","2","0","0","0","1","0","13","1","0","0","0","5","0","0","0","10","8","80.0","3","45","25.0","1","1","0.00","1","1","0","0.00","0.5","0.4","+0.2","+0.31","0","2","0","0","0","2","3","2"
"Aleksandr Golovin","ru RUS","MF,FW","Monaco","fr Ligue 1","25","1996","3","1","151","1.7","0","0","0","0","0","0","1","0.00","0.00","0.1","0.1","0.4","0.5","0.28","2","0","1.19","0.00","1","-0.1","-0.1","82","103","79.6","1486","280","37","-0.4","4","10","3","1","6","93","10","0","22","7","8","5","2","3","0","78","6","19","11","86","1","1","2","1","4","4","5","2.98","3","2","0","0","0","0","0.00","2","2","1","1","0","1","8","0","1","2","0","0","120","1","8","4","0","97","1","4","4","103","90","87.4","14","50","41.9","2","0","0.33","0","1","-1","-0.60","1.5","0.3","+1.2","+0.71","0","3","0","0","0","15","2","2"
"Aleksei Miranchuk","ru RUS","MF,FW","Atalanta","it Serie A","25","1995","2","0","51","0.6","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.1","0.1","0.19","0","0","0.00","0.00","0","0.0","0.0","20","30","66.7","336","122","10","-0.1","3","0","2","0","4","27","3","0","6","1","1","2","2","0","0","18","7","5","24","4","1","0","1","0","3","1","3","5.29","2","1","0","0","0","0","0.00","0","0","0","0","0","0","1","0","1","0","1","0","36","2","1","0","0","25","0","1","2","37","24","64.9","6","26","28.3","2","0","2.00","1","1","0","0.00","0.8","0.2","+0.6","+1.09","0","2","0","0","0","7","0","4"
"Alessandro Bastoni","it ITA","DF","Inter","it Serie A","22","1999","2","2","173","1.9","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.02","1","1","0.52","0.52","0","0.0","0.0","100","107","93.5","1916","456","40","0.0","0","6","1","0","7","102","5","0","11","3","0","0","0","0","0","90","8","9","87","15","0","2","0","0","1","1","0","0.00","0","0","0","0","0","0","0.00","4","3","2","2","0","0","7","0","2","5","6","0","124","10","1","2","1","88","0","1","2","92","89","96.7","1","87","96.1","0","0","3.00","6","1","+5","+2.60","3.0","1.8","+1.3","+0.66","0","4","0","0","0","17","4","2"
"Alessandro Buongiorno","it ITA","DF","Torino","it Serie A","22","1999","1","0","45","0.5","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","13","17","76.5","225","15","6","0.0","0","0","0","0","0","15","2","0","1","0","0","0","0","0","0","13","2","2","11","3","3","0","0","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","1","0","0","3","6","0","25","3","0","0","0","8","0","0","0","10","9","90.0","0","45","25.0","1","1","0.00","1","1","0","0.00","0.4","0.3","+0.1","+0.27","0","4","0","0","0","3","2","1"
"Alessandro Deiola","it ITA","MF,FW","Cagliari","it Serie A","26","1995","2","2","146","1.6","1","0","1","0","0","1","0","0.62","0.62","0.1","0.1","0.1","0.2","0.14","2","1","1.23","0.62","0","+0.9","+0.9","45","57","78.9","904","208","18","-0.1","1","3","1","0","3","57","0","0","11","2","0","0","0","0","0","42","6","9","6","47","2","0","0","0","1","2","2","1.23","1","0","0","0","0","0","0.00","2","2","1","1","0","1","5","0","2","5","0","0","67","2","5","0","0","33","0","2","0","53","49","92.5","4","73","81.1","0","0","0.50","2","6","-4","-2.47","2.0","3.2","-1.2","-0.74","0","2","0","0","0","11","3","0"
"Alessandro Florenzi","it ITA","FW,DF","Milan","it Serie A","30","1991","2","0","33","0.4","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.12","1","0","2.73","0.00","0","0.0","0.0","10","15","66.7","166","80","7","0.0","0","1","0","0","0","13","2","0","1","0","0","0","0","0","0","7","5","3","1","11","1","2","0","0","1","3","0","0.00","0","0","0","0","0","0","0.00","1","1","0","1","0","1","3","0","1","1","0","0","18","1","2","1","0","7","0","0","0","12","11","91.7","3","17","18.3","2","0","3.00","0","0","0","0.00","0.3","0.7","-0.5","-1.30","0","0","0","0","0","3","0","1"
"Alessandro SchÃ¶pf","at AUT","MF","Arminia","de Bundesliga","27","1994","2","2","157","1.7","0","0","0","0","0","2","1","0.00","0.00","0.1","0.1","0.1","0.2","0.10","2","0","1.15","0.00","1","-0.1","-0.1","32","47","68.1","526","132","15","-0.1","3","3","0","0","2","39","8","0","8","1","3","4","2","2","0","25","8","14","10","32","4","0","0","0","3","0","7","4.01","3","2","0","2","0","0","0.00","3","1","1","2","0","1","7","0","2","7","1","0","72","2","2","3","0","42","0","3","3","47","34","72.3","6","79","58.1","0","0","1.00","1","1","0","0.00","1.4","3.2","-1.8","-1.06","1","5","0","0","0","17","1","3"
"Alessio Cragno","it ITA","GK","Cagliari","it Serie A","27","1994","1","1","90","1.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","27","42","64.3","839","596","5","0.0","0","2","0","0","0","33","9","0","4","0","0","0","0","0","0","20","0","22","6","31","0","0","3","0","2","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","1","0","0","0","0","0","46","39","0","0","0","27","0","0","0","25","25","100.0","0","90","50.0","0","0","1.00","2","2","0","0.00","2.7","0.8","+1.9","+1.86","0","0","0","0","0","6","0","0"
"Alex Iwobi","ng NGA","MF,FW","Everton","eng Premier League","25","1996","3","1","116","1.3","0","1","0","0","0","0","0","0.78","0.78","0.3","0.3","0.6","0.9","0.70","4","1","3.10","0.78","0","-0.3","-0.3","35","41","85.4","576","257","18","+0.4","5","2","3","1","6","41","0","1","8","0","2","0","0","0","0","30","7","4","3","36","1","0","1","0","3","0","7","5.43","7","0","0","0","0","2","1.55","1","1","1","0","0","1","10","0","3","3","2","0","64","2","8","3","1","47","4","0","4","61","49","80.3","9","39","43.0","2","0","2.33","4","2","+2","+1.55","3.1","1.4","+1.7","+1.34","0","1","0","0","0","5","0","5"
"Alex McCarthy","eng ENG","GK","Southampton","eng Premier League","31","1989","3","3","270","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","34","75","45.3","1165","824","7","0.0","0","1","0","0","0","42","33","0","3","0","0","0","0","0","0","22","3","50","4","51","0","0","13","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","82","75","0","0","0","27","0","0","0","22","22","100.0","0","90","100.0","0","0","0.67","4","6","-2","-0.67","5.1","5.3","-0.2","-0.07","0","0","0","0","0","6","0","0"
"Alex Meret","it ITA","GK","Napoli","it Serie A","24","1997","2","2","180","2.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","38","44","86.4","915","455","12","0.0","0","0","0","0","0","29","15","0","1","0","0","0","0","0","0","25","6","13","23","11","0","0","10","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","47","44","0","0","0","15","0","0","0","21","21","100.0","0","90","100.0","0","0","3.00","4","1","+3","+1.50","3.4","1.2","+2.3","+1.13","0","0","0","0","0","2","0","0"
"Alex Oxlade-Chamberlain","eng ENG","MF","Liverpool","eng Premier League","28","1993","1","1","60","0.7","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.06","2","0","3.00","0.00","0","0.0","0.0","17","22","77.3","380","63","5","0.0","0","1","0","0","1","22","0","0","4","1","0","0","0","0","0","18","0","4","4","17","1","0","0","0","1","1","0","0.00","0","0","0","0","0","0","0.00","1","1","0","1","0","1","2","0","0","4","0","0","29","0","1","0","0","17","0","0","2","22","20","90.9","2","60","22.2","0","1","3.00","1","0","+1","+1.50","1.2","0.5","+0.7","+1.04","0","1","0","0","0","5","0","1"
"Alex Sandro","br BRA","DF","Juventus","it Serie A","30","1991","2","2","180","2.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.4","0.4","0.20","0","0","0.00","0.00","0","0.0","0.0","103","119","86.6","1997","557","37","-0.4","4","9","2","1","11","105","14","0","6","4","4","0","0","0","0","79","25","15","90","9","7","13","0","1","0","2","8","4.00","7","0","0","0","1","0","0.00","4","3","3","0","1","1","10","0","2","8","5","0","143","11","3","0","0","90","0","2","5","97","93","95.9","4","90","100.0","0","0","0.50","2","3","-1","-0.50","2.3","3.0","-0.7","-0.35","0","0","0","0","0","18","1","2"
"Alexander Djiku","gh GHA","DF","Strasbourg","fr Ligue 1","27","1994","3","3","260","2.9","0","0","0","0","0","3","1","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","103","118","87.3","2489","933","17","0.0","0","5","0","0","3","109","9","0","5","10","0","0","0","0","0","83","12","23","25","88","4","0","0","0","3","2","0","0.00","0","0","0","0","0","0","0.00","5","1","3","2","0","0","5","0","1","11","12","0","144","20","0","0","0","88","0","0","0","92","89","96.7","0","87","72.2","0","0","1.00","5","6","-1","-0.35","2.3","3.5","-1.1","-0.39","1","7","0","0","0","16","4","3"
"Alexander Hack","de GER","DF","Mainz 05","de Bundesliga","27","1993","2","2","135","1.5","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","0.05","2","0","1.33","0.00","0","-0.1","-0.1","38","51","74.5","781","327","12","0.0","1","4","0","0","3","48","3","0","10","2","0","0","0","0","0","30","5","16","44","4","1","0","0","0","0","3","2","1.33","2","0","0","0","0","0","0.00","3","1","2","0","1","0","4","0","2","8","13","0","78","18","4","0","0","38","0","0","1","37","36","97.3","1","68","50.0","0","1","1.50","1","1","0","0.00","1.5","1.8","-0.3","-0.22","0","5","0","0","0","13","8","5"
"Alexander Isak","se SWE","FW","Real Sociedad","es La Liga","21","1999","2","2","172","1.9","0","0","0","0","0","1","0","0.00","0.00","0.6","0.6","0.5","1.1","0.57","3","2","1.57","1.05","0","-0.6","-0.6","18","22","81.8","292","67","8","-0.5","2","1","2","1","3","19","3","1","5","0","2","0","0","0","0","16","3","3","4","16","0","1","0","0","1","0","5","2.62","4","0","0","1","0","0","0.00","0","0","0","0","0","0","5","0","1","0","2","0","43","1","7","0","0","27","0","3","3","59","31","52.5","14","86","63.7","0","0","3.00","2","0","+2","+1.05","2.5","0.7","+1.9","+0.99","0","3","0","0","0","4","2","4"
"Alexander NÃ¼bel","de GER","GK","Monaco","fr Ligue 1","24","1996","4","4","360","4.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","92","118","78.0","2467","1443","20","0.0","0","1","0","0","0","94","24","0","10","4","0","0","0","0","0","70","8","40","24","76","1","0","13","0","1","1","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","1","120","103","0","0","0","71","0","0","0","66","66","100.0","0","90","100.0","0","0","1.00","3","5","-2","-0.50","5.3","2.8","+2.4","+0.60","0","0","0","0","0","22","0","0"
"Alexander Schwolow","de GER","GK","Hertha BSC","de Bundesliga","29","1992","3","3","270","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","65","95","68.4","1831","810","10","0.0","0","0","0","0","0","61","34","0","12","4","0","0","0","0","0","51","4","40","15","67","0","0","12","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","1","0","105","101","0","0","0","45","0","0","0","48","48","100.0","0","90","100.0","0","0","0.00","2","10","-8","-2.67","3.7","6.1","-2.4","-0.79","0","0","0","0","0","13","0","0"
"Alexander SÃ¸rloth","no NOR","FW","Real Sociedad","es La Liga","25","1995","1","0","5","0.1","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","2.16","1","0","18.00","0.00","0","-0.1","-0.1","2","5","40.0","28","3","0","0.0","0","0","0","0","0","4","1","0","2","0","0","1","0","0","0","3","1","1","3","0","0","0","0","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","1","0","0","0","0","1","0","8","1","3","0","0","3","1","0","1","6","5","83.3","2","5","1.9","1","0","3.00","0","0","0","0.00","0.4","0.0","+0.4","+6.97","0","0","0","0","0","1","2","0"
"Alexandre Lacazette","fr FRA","FW","Arsenal","eng Premier League","30","1991","1","0","32","0.4","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","3","6","50.0","40","0","2","0.0","0","0","0","0","0","5","1","0","2","0","0","0","0","0","0","2","2","2","1","2","1","0","0","0","0","1","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","1","1","0","0","2","0","0","10","0","0","1","0","4","0","2","0","13","5","38.5","1","32","11.9","1","0","0.00","0","1","-1","-2.81","0.0","1.9","-1.9","-5.27","0","1","0","0","0","2","2","0"
"Alexandre Oukidja","dz ALG","GK","Metz","fr Ligue 1","33","1988","4","4","360","4.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","75","131","57.3","2436","1478","12","0.0","0","0","0","0","0","81","50","0","2","11","0","0","0","0","0","56","7","68","11","89","0","0","23","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","1","0","0","0","146","130","0","0","0","61","0","1","0","40","40","100.0","0","90","100.0","0","0","0.75","6","8","-2","-0.50","4.0","6.2","-2.2","-0.54","0","0","0","0","1","22","0","0"
"Alexis Flips","fr FRA","MF,FW","Reims","fr Ligue 1","21","2000","1","0","16","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","2","4","50.0","20","0","2","0.0","0","0","0","0","0","4","0","0","1","0","1","0","0","0","0","2","1","1","2","2","0","0","0","0","0","1","0","0.00","0","0","0","0","0","0","0.00","2","1","0","1","1","0","3","0","0","2","0","0","9","0","0","0","0","6","0","1","1","10","6","60.0","1","16","4.4","1","3","0.00","0","0","0","0.00","0.1","0.0","0.0","+0.15","0","0","0","0","0","0","0","0"
"Alexis Mac Allister","ar ARG","FW,MF","Brighton","eng Premier League","22","1998","3","2","150","1.7","1","0","1","0","0","0","0","0.60","0.60","0.7","0.7","0.1","0.8","0.49","5","1","3.00","0.60","0","+0.3","+0.3","46","58","79.3","826","209","18","-0.1","3","6","2","0","8","57","1","0","15","1","0","0","0","0","0","45","6","7","7","46","3","0","0","0","5","2","6","3.60","5","0","0","0","0","0","0.00","9","5","4","4","1","3","25","0","3","10","1","0","89","3","8","0","0","47","0","2","6","63","46","73.0","7","50","55.6","1","0","2.00","3","1","+2","+1.20","2.1","1.4","+0.7","+0.43","0","1","0","0","0","23","2","1"
